"","ensembl_id_fixed","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description.x","gene_biotype.x","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","description.y","gene_biotype.y"
"19771","GRMZM2G130053",1875.34964921966,1.97811158472698,0.232325518334566,8.51439651962101,1.67460085049926e-17,9.05002145348385e-15,"Cysteine protease 1  [Source:UniProtKB/TrEMBL;Acc:B6TYT3]","protein_coding",4613.39023275493,2911.13697453637,3710.78102725126,3537.58893320103,5445.13169884641,2941.19449851191,1352.40461312576,2398.78449089455,1690.42611891581,2888.31811011783,2177.66655365724,1815.17765561045,657.856300281094,1313.99416247706,468.955960303116,680.589256287595,384.679088683177,752.621236917308,1490.41239583745,682.561644984268,553.516326026683,293.384711183934,372.469941646891,"Cysteine protease 1  [Source:UniProtKB/TrEMBL;Acc:B6TYT3]","protein_coding"
"14665","GRMZM2G090266",21.9141545779021,2.06705014455457,0.246164901251611,8.39701409114285,4.57975107303208e-17,2.25980847512352e-14,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7VJR7]","protein_coding",32.7966130290635,42.0128005946319,54.8027871107826,30.0898369030892,21.2654308047809,39.3567148952312,34.4774202359364,26.1283606046328,39.3122353236234,46.2777316727933,16.5392396480297,33.0032301020081,22.1749314701492,6.05527263814311,12.7760437903093,9.21980519601422,4.84482479449845,11.0274173907298,4.51640119950743,5.44307531885381,3.74841755774277,3.93804981454945,4.21891519664763,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7VJR7]","protein_coding"
"3405","GRMZM2G002915",240.810323983443,-2.89866310981188,0.350923139353405,-8.26010822527355,1.45540447686195e-16,6.35284054150241e-14,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C0PNY4]","protein_coding",79.0482467879991,29.7590670878643,54.8027871107826,12.1985825282794,12.9955410473661,28.7975962648033,43.3748190065006,62.3060906725858,28.8289725706571,33.7900897928332,0,102.310013316225,129.353766909204,894.161926232467,846.976550098737,272.403335336784,229.644695259227,529.31603475503,207.001721644091,643.37150268852,69.9704610778651,389.866931640396,838.35871979098,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C0PNY4]","protein_coding"
"26346","GRMZM2G181484",197.798255099955,1.8137505655589,0.21972393895666,8.25467891287286,1.52311156478846e-16,6.52294081086196e-14,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C0HFK0]","protein_coding",287.601068101018,249.159247970942,377.296111262696,278.940920479989,330.795590296592,336.931876298199,177.947975411285,333.639066182234,245.046266850586,444.413137492697,323.434019783692,268.426271496333,66.5247944104477,27.248726871644,42.8373232969193,164.280165310799,58.1378975339815,56.0560384028764,69.2514850591139,67.4941339537873,163.680900021434,88.6061208273626,91.6107299843486,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C0HFK0]","protein_coding"
"36155","GRMZM5G806818",63.3801186285762,-1.64110079978142,0.199082882393946,-8.2433043968793,1.67518678854863e-16,7.04136846786609e-14,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C4J0G0]","protein_coding",28.5919190509784,17.5053335810966,36.8864913245652,30.0898369030892,21.2654308047809,10.5591186304279,31.1408956969748,40.1974778532812,32.7601961030195,36.7283584704709,29.4030927076084,51.705060493146,49.8935958078358,100.921210635719,54.110303111898,111.475826460899,98.8344258077685,80.8677275320184,186.677916246307,102.329815994452,82.465186270341,122.079544251033,101.253964719543,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C4J0G0]","protein_coding"
"11947","GRMZM2G069106",174.826221943186,1.17887004442831,0.14334263561981,8.2241409845082,1.96594735756706e-16,8.11328602219219e-14,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C0PGG7]","protein_coding",226.212536020976,164.550135662308,251.882040759174,189.48464860594,174.849097728199,275.497004266618,290.277634889658,329.619318396906,174.284243268064,311.456479829593,290.355540487633,211.220672652852,85.0039039689054,85.7830290403608,90.18383851983,125.724616309285,95.9275309310694,112.112076805753,78.2842874581288,132.811037780033,74.9683511548554,119.126006890121,131.389073267026,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C0PGG7]","protein_coding"
"13947","GRMZM2G084547",94.8351003394397,-1.66890632082668,0.203603268329242,-8.19685427705379,2.46759278817508e-16,1.00016823403568e-13,"Peptidyl-prolyl cis-trans isomerase 1  [Source:UniProtKB/TrEMBL;Acc:B6TQC5]","protein_coding",40.3650621896166,40.8457783558921,65.341784632087,25.2104038917774,67.3405308818063,47.0360738991788,20.0191472337695,49.2419103702694,39.3122353236234,47.0122988422027,34.9161725902849,46.2045221428113,134.897499776741,146.335755421792,250.260151892528,163.44200120207,159.879218218449,170.006018107084,168.612311448277,199.216556670049,73.7188786356078,122.079544251033,69.9134518301608,"Peptidyl-prolyl cis-trans isomerase 1  [Source:UniProtKB/TrEMBL;Acc:B6TQC5]","protein_coding"
"9178","GRMZM2G047995",195.480032076184,-2.55683302985658,0.321875511259517,-7.94354631034695,1.96481290491635e-15,7.07894020885576e-13,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FYV7]","protein_coding",40.3650621896166,10.503200148658,53.7488873586522,22.7706873861215,46.0751000770254,85.4328689189165,55.6087423160264,56.2764689945936,44.5538667001065,33.0555226234238,64.3192652978933,34.103337772075,332.623972052238,302.763631907156,590.704142304887,233.84778633527,128.872339533659,478.773705047518,374.861299559117,693.447795621976,51.2283732891512,678.329080556143,83.775601762003,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FYV7]","protein_coding"
"18198","GRMZM2G117608",1444.83365236835,1.68642129455299,0.213984917989598,7.88102876780765,3.24696534918657e-15,1.11183607753892e-12,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7UJX3]","protein_coding",2062.82286564853,3187.13773399833,3149.05245936574,3254.58181854494,3496.98195456398,2139.66140247489,1790.60150257605,1474.24250026909,1271.09560879716,1015.17182812381,1233.09220042533,1728.26914967516,685.57496461878,224.045087611295,628.280741688149,1610.11325286757,1412.75091007575,522.883374610437,596.164958334981,477.902012995365,708.450918413384,357.378020670363,204.918738122885,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7UJX3]","protein_coding"
"20796","GRMZM2G137930",341.883223732648,-1.63432449216153,0.207523523212806,-7.87536982246395,3.3973643841845e-15,1.13402024694441e-12,"Soluble inorganic pyrophosphatase; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FJX6]","protein_coding",96.7079614959564,118.452757232087,179.162957862174,78.8841670162068,266.99929788225,234.2204496204,229.108018342029,152.750415842468,128.419968723836,164.543045947709,205.821648953259,101.209905646158,668.943766016168,349.187388799586,529.078519316336,255.640053162213,816.83746035244,658.888189096104,529.924407408872,619.421971285564,477.29850235258,617.289308430626,384.523985065884,"Soluble inorganic pyrophosphatase; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FJX6]","protein_coding"
"11298","GRMZM2G064091",87.4074190972144,-2.90245334238645,0.377454881924477,-7.68953716425156,1.47668237934046e-14,4.72080797834785e-12,"","protein_coding",6.7275103649361,7.00213343243865,1.05389975213043,5.69267184653039,20.0840179822931,0,15.5704478484874,6.02962167799218,6.5520392206039,64.6419109080287,0,42.9041991326105,72.068527277985,64.5895748068599,202.162104681952,151.70770367987,40.696528273787,90.0572420242932,123.448299453203,256.9131550499,153.685119867454,606.459671440615,72.3242605139594,"","protein_coding"
"6301","GRMZM2G025175",47.9046587255493,-2.11152631820788,0.276317474981244,-7.64166768081247,2.14426034896723e-14,6.6671810138162e-12,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FCC1]","protein_coding",9.25032675178713,1.16702223873978,14.7545965298261,20.3309708804657,16.5397795148296,5.75951925296066,6.67304907792317,7.0345586243242,35.381011791261,28.6481196069673,29.4030927076084,28.6027994217404,60.9810615429104,46.4237568924305,57.8679630502243,88.845395525228,129.841304492559,143.356426079487,45.1640119950743,38.1015272319767,71.2199335971127,104.35832008556,112.102603796637,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FCC1]","protein_coding"
"29047","GRMZM2G360455",118.795728276868,-2.1264758838175,0.279973381672198,-7.59527877656331,3.07130508868329e-14,9.2949977203911e-12,"Protein phosphatase 2C isoform gamma  [Source:UniProtKB/TrEMBL;Acc:B6TDZ9]","protein_coding",38.6831845983826,43.7633339527416,34.7786918203043,31.7163145735264,36.6237974971227,47.0360738991788,53.3843926233854,25.1234236583007,40.6226431677442,44.8085973339745,5.51307988267657,51.705060493146,140.441232644278,147.344967528149,163.833973311025,40.2318772189711,187.01023706764,140.599571731805,204.743521044337,353.799895725498,74.9683511548554,481.42658982867,344.142939612257,"Protein phosphatase 2C isoform gamma  [Source:UniProtKB/TrEMBL;Acc:B6TDZ9]","protein_coding"
"18718","GRMZM2G121948",112.492713575214,-1.7634293451031,0.234916971955303,-7.5066068254899,6.06796234842555e-14,1.67375179442937e-11,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FF26]","protein_coding",59.7066544888079,49.5984451464405,41.102090333087,38.2222252552755,95.6944386215142,38.3967950197378,54.4965674697059,48.2369734239374,73.3828392707636,35.259224131652,18.3769329422552,31.9031224319412,188.486917496268,155.418664379007,222.453468348914,83.8164108728566,176.351622519744,156.221746368672,220.550925242613,334.204824577624,108.70410917454,279.601536833011,77.1458778815567,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FF26]","protein_coding"
"38988","GRMZM5G893252",252.558278937524,-0.760568768657718,0.101335136527107,-7.50547929102821,6.12042466021841e-14,1.67375179442937e-11,"Uncharacterized protein; Vacuolar ATP synthase 16 kDa proteolipid subunit; Vacuolar ATP synthase proteolipid subunit  [Source:UniProtKB/TrEMBL;Acc:B4FUB9]","protein_coding",220.325964451657,181.471958124035,137.006967776957,216.321530168155,204.384418290395,198.703414227143,173.499276026003,155.765226681465,154.628125606252,221.104717992235,165.392396480297,247.524225765061,341.863526831467,239.183269206653,359.23229010399,333.589315273969,314.9136116424,412.609200703139,319.159018098525,279.774071389086,249.894503849518,334.734234236703,347.759152637955,"Uncharacterized protein; Vacuolar ATP synthase 16 kDa proteolipid subunit; Vacuolar ATP synthase proteolipid subunit  [Source:UniProtKB/TrEMBL;Acc:B4FUB9]","protein_coding"
"17121","GRMZM2G109286",48.1732733869813,-2.30025639429602,0.309850484546667,-7.42376245646818,1.13839252147355e-13,3.00456202934962e-11,"PLC-like phosphodiesterases superfamily protein [Source:Projected from Arabidopsis thaliana (AT1G13680) TAIR;Acc:AT1G13680]","protein_coding",21.0234698904253,16.3383113423569,25.2935940511304,5.69267184653039,34.2609718521471,2.87975962648033,13.3460981558463,8.03949557065623,7.86244706472468,10.2839403717318,7.35077317690209,13.2012920408032,120.114212129975,73.6724837640746,74.4016667788598,57.833323502271,67.8275471229784,125.896348544165,92.5862245899023,176.355640330863,14.9936702309711,93.5286830955494,45.2026628212246,"PLC-like phosphodiesterases superfamily protein [Source:Projected from Arabidopsis thaliana (AT1G13680) TAIR;Acc:AT1G13680]","protein_coding"
"5551","GRMZM2G019183",134.750665521994,-1.74138237177793,0.235776889178948,-7.3857212122952,1.51629208698211e-13,3.7409562815565e-11,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C4J3K7]","protein_coding",91.6623287222543,58.9346230563587,63.2339851278261,48.7943301131176,57.8892283019037,79.6733496659558,46.7113435454622,92.4541990625467,41.9330510118649,46.2777316727933,23.8900128249318,53.9052758332799,166.311986026119,296.708359269013,257.023939781516,138.297077940213,147.282673752753,158.978600716354,267.973137837441,142.60857335397,252.393448888013,89.590633281,476.737417221183,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C4J3K7]","protein_coding"
"7386","GRMZM2G033962",361.887530723029,1.53983694351855,0.209709469177618,7.34271537454683,2.09303327532251e-13,4.94871555034066e-11,"","protein_coding",318.715803538848,370.529560799879,399.428006057435,739.234101213732,428.852854563082,1451.39885174609,503.8152053832,314.545264201925,808.521639822521,346.715703961245,371.214045433556,423.541452975771,112.722568306592,171.566058080722,162.330909335694,170.147314071899,83.3309864653734,237.08947390069,212.270856376849,175.267025267093,218.657690868328,170.320654479264,133.197179779875,"","protein_coding"
"31839","GRMZM2G423863",25.0568346050401,-2.73283871447358,0.376284365235206,-7.26269536276202,3.79451885484705e-13,8.63911759470561e-11,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7VIF7]","protein_coding",2.52281638685104,1.16702223873978,5.26949876065217,0.813238835218627,1.18141282248783,4.79959937746722,3.33652453896159,4.01974778532812,0,8.81480603291301,3.67538658845105,9.90096903060243,20.3270205143035,42.3869084670018,205.168232632613,39.3937131102426,18.4103342190941,6.43266014459237,10.5382694655173,13.0633807652491,3.74841755774277,90.5751457346374,80.7620909072547,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7VIF7]","protein_coding"
"30946","GRMZM2G404603",16.162983792549,-2.41790025262646,0.335414267360624,-7.20869828124167,5.64892710110281e-13,1.24484803243526e-10,"Putative uncharacterized protein 9C20.6a; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q5NKP5]","protein_coding",2.52281638685104,1.16702223873978,3.1616992563913,6.50591068174901,4.72565128995132,4.79959937746722,5.56087423160264,7.0345586243242,5.24163137648312,2.20370150822825,0,3.30032301020081,11.0874657350746,16.147393701715,9.76991583964825,31.0120720229569,64.9206522462793,20.2169318830046,11.2910029987686,13.0633807652491,99.9578015398072,27.5663487018462,20.4918738122885,"Putative uncharacterized protein 9C20.6a; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q5NKP5]","protein_coding"
"19244","GRMZM2G125838",152.197804126734,-1.94697551404335,0.270394336389705,-7.2005040491576,5.99903759488227e-13,1.30928995508306e-10,"Calcineurin subunit B  [Source:UniProtKB/TrEMBL;Acc:B6U4N5]","protein_coding",63.0704096712759,46.0973784302211,37.9403910766957,68.3120621583646,108.68997966888,36.4769552687509,33.3652453896159,36.1777300679531,55.0371294530727,50.6851346892498,31.2407860018339,129.812705067899,173.703629849502,195.787148633294,388.542037622934,146.678719027499,176.351622519744,221.467299263823,270.984071970446,534.509996311444,114.951471770778,442.046091683176,138.621499318422,"Calcineurin subunit B  [Source:UniProtKB/TrEMBL;Acc:B6U4N5]","protein_coding"
"38952","GRMZM5G892308",22.7155637415622,-3.00127111354803,0.418589833187207,-7.16995702140181,7.50213148619367e-13,1.59143346237032e-10,"","protein_coding",5.04563277370207,0,0,0,14.176953869854,0,1.11217484632053,0,1.31040784412078,2.93826867763767,0,2.20021534013387,57.2852396312188,63.5803627005027,19.5398316792965,36.8792207840569,14.5344743834954,34.9201550706443,38.3894101958132,23.9495314029568,86.2136038280837,27.5663487018462,92.8161343262479,"","protein_coding"
"34071","GRMZM2G473976",65.3613739369968,-1.69427518250871,0.237274273974519,-7.14057682751844,9.29400670059011e-13,1.93537031275224e-10,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FFC7]","protein_coding",21.0234698904253,21.006400297316,24.239694299,18.7044932100284,9.45130257990264,42.2364745217115,43.3748190065006,62.3060906725858,38.0018274795026,24.9752837599202,36.7538658845105,17.601722721071,101.635102571517,74.6816958704318,86.4261785815038,134.944421505299,48.4482479449846,175.519726802449,136.997503051725,160.026414374302,57.4757358853892,102.389295178286,65.0918344625635,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FFC7]","protein_coding"
"39269","GRMZM6G205247",80.8218671926151,1.47817109614641,0.207151956776432,7.1356849297915,9.63063816526724e-13,1.98723840977487e-10,"","protein_coding",79.8891855836162,137.125113051924,151.761564306783,95.9621825557979,61.4334667693672,123.829663938654,149.031429406951,91.4492621162147,106.143035373783,116.061612766688,169.067783068748,136.4133510883,42.5019519844527,24.2210905525725,34.5704714326015,32.6884002404141,26.1620538902917,77.1919217351085,36.8839431293107,44.6332176146013,62.4736259623795,22.6437864336593,36.7648324279294,"","protein_coding"
"31302","GRMZM2G412604",114.534894929345,-2.60309718886933,0.36510945760779,-7.12963505773013,1.00635390281588e-12,2.05785773748783e-10,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4F891]","protein_coding",20.1825310948083,75.8564455180854,23.1857945468696,4.06619417609313,22.4468436272688,7.67935900394755,18.906972387449,14.0691172486484,27.5185647265364,7.34567169409417,22.0523195307063,38.5037684523428,53.5894177195273,597.453566963454,215.689680459927,127.400944526742,366.268754464083,69.8403101412886,170.870512048031,299.36914253696,19.9915603079614,381.990832011297,50.0242801888219,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4F891]","protein_coding"
"15182","GRMZM2G094353",133.185525911143,2.20595043198982,0.310270169046626,7.1097728755816,1.16234074391688e-12,2.35560805405583e-10,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FHT6]","protein_coding",185.84747383136,97.4463569347712,282.445133570957,513.966943858172,55.526402656928,257.258526632243,173.499276026003,210.031821783394,170.353019735701,288.684897577901,71.6700384747954,320.131331989479,18.4791095584577,16.147393701715,9.76991583964825,71.2439492419281,8.72068463009722,62.4886985474688,50.433146727833,40.2787573595182,79.9662412318458,43.318547960044,35.5594280860301,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FHT6]","protein_coding"
"12057","GRMZM2G070034",334.022733132421,1.50634622833388,0.212824913181087,7.07786605345478,1.46391115046029e-12,2.91472414852172e-10,"Putative MADS-box transcription factor family protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C0P954]","protein_coding",332.17082426872,411.958850275141,585.968262184522,875.858225530461,194.933115710492,581.711444549027,531.619576541213,805.959430958287,336.77481593904,397.400838650495,374.889432022007,377.336930832959,212.509759922263,188.722663888794,186.379932940982,258.154545488398,222.861940546929,106.598368110388,216.034524043105,146.963033609053,198.666130560367,67.931359300978,71.1188561720601,"Putative MADS-box transcription factor family protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C0P954]","protein_coding"
"34135","GRMZM2G475293",684.362218359544,-1.21572008692561,0.172782050993914,-7.03614802540126,1.97626988628436e-12,3.90064120685935e-10,"Catalytic/ hydrolase isoform 1; Catalytic/ hydrolase isoform 2; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FN43]","protein_coding",554.178666311611,336.685915876425,328.816722664696,478.184435108552,622.604557451087,341.731475675666,232.444542880991,377.856291820843,482.230086636447,470.122988422027,229.71166177819,405.9397302547,635.681368810944,947.650167869397,1068.67848645999,895.159268122108,1133.68900191264,1529.13521151453,838.54515604188,1471.80756621807,842.144477972876,903.782432439099,613.550810026756,"Catalytic/ hydrolase isoform 1; Catalytic/ hydrolase isoform 2; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FN43]","protein_coding"
"21102","GRMZM2G140299",28.5149161287142,1.3183097629556,0.189419691937598,6.95972921014939,3.40927407734648e-12,6.55794093284834e-10,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FB18]","protein_coding",31.1147354378294,39.6787561171524,37.9403910766957,58.5531961357411,37.8052103196106,32.6372757667771,33.3652453896159,51.2517842629335,49.7954980765896,49.216000350431,36.7538658845105,28.6027994217404,11.0874657350746,10.0921210635719,21.042895654627,19.277774500757,10.6586145478966,13.7842717384122,24.0874730640396,13.0633807652491,14.9936702309711,14.7676868045604,16.2729586156409,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FB18]","protein_coding"
"32584","GRMZM2G440208",127.288706690911,-2.27121559743541,0.327497654193981,-6.93505913202705,4.06051279682996e-12,7.68045995520387e-10,"6-phosphogluconate dehydrogenase, decarboxylating  [Source:UniProtKB/TrEMBL;Acc:K7TVZ1]","protein_coding",90.8213899266373,20.4228891779461,23.1857945468696,19.517732045247,40.1680359645862,47.9959937746722,34.4774202359364,14.0691172486484,6.5520392206039,50.6851346892498,31.2407860018339,29.7029070918073,275.33873242102,170.556845974364,115.735926100449,774.463636465195,156.97232334175,192.060852888544,118.931898253696,100.15258586691,41.2325931351705,50.2101351355055,523.145484384307,"6-phosphogluconate dehydrogenase, decarboxylating  [Source:UniProtKB/TrEMBL;Acc:K7TVZ1]","protein_coding"
"11706","GRMZM2G067156",53.7909136160379,2.07742709754887,0.299715425885388,6.93133191730772,4.16896593220426e-12,7.75632694501412e-10,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FRL6]","protein_coding",21.0234698904253,85.7761345473735,103.282175708783,100.84161556711,82.6988975741481,76.7935900394755,175.723625718644,44.2172256386093,134.97200794444,60.2345078915722,126.800837301561,39.6038761224097,7.39164382338307,16.147393701715,18.7882996916313,9.21980519601422,9.68964958899691,29.4064463752794,7.52733533251238,20.6836862116445,8.74630763473313,41.3495230527692,16.2729586156409,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FRL6]","protein_coding"
